,company name,job_title,Location,Estimated salary,posted,rating,link
298,Serendipity Corporate Services,Vacancy for Data Scientist,Pune,₹30L (Employer Est.),18d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1029&ao=1136043&s=58&guid=0000018794e26e629f3dd548a5330166&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_53bc7df6&cb=1681830080457&jobListingId=1008560302651&jrtk=3-0-1guae4rl52i7c001-1guae4rm0i6iv800-086bc21655763e42-
299,ACE Talent Consulting,Data Scientist,Noida,₹3L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1030&ao=1136043&s=58&guid=0000018794e26e629f3dd548a5330166&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_692013c4&cb=1681830080457&jobListingId=1008381329342&jrtk=3-0-1guae4rl52i7c001-1guae4rm0i6iv800-1fa12bd52b7fe7b8-
300,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1101&ao=1110586&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_7b548929&cb=1681830103519&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBl3a5R_L7STA9SB1e6w01rZTdt3Bb-jjmqTp65BmG7gLysOhL0rPWi6hMRcAig27DlrMLxeJBLMvgFzbCCUrQ1amvq6D9Ul4kc0EYs_J33s91Afn92Aiu1MBH_DFtSLgtwQ9F2MNjKuCcSH2FSZyVza9SItMfw9-MyfODMfMCUdaBcD5dYD4v1ck45G011xtypDhlYPxF1Pb01qSlDx8rAJGNlPYim4QfRWDbZETQqjqNIJIkLncwQL3wgKZCwChvNKC5zH2QOY4cBk4D4pG0_9Kbac8OsVJw_H-DQCl8XDrbE5W4OLW-u2qLRLPEjfGdsJTV_XIWjKcHa4xhhnLrtRT7iIDPxUkfbkwgXnAnO3swZd24tjgLipE_rNZ6g1kAml9mu-aL_ipvuGmrcoIzuwVtC7O95IDgi2tWA8k0qtwtxzlWcTkkT57W5ANToqd5kOnTgIAhTttUTOgno54__q1USwebnm4KbhMtri2Tdg9yxpVf-nc2DYVJ80-X9N3J3fqhSnQSf69pS-ksPj-B5NxeQkNwEWyexYvmYO97pCPS5wN4JgTSwPaMlWpQhEgJR6z_T9rQpuNed5myexZWV7C1HHGT4j52d3YCy82Zx6XVo7MWQj8GXHW5QoFf89DJLPIsk0SnzB7aIqsF3YI-NL3_tJ7yytLG4x9sD-3wvy_g5naImdTcbMdEqfkbniN1DOVjg2iEb99z1ImkADrQr78XoTGHXSnI2_BFhEZKR9N7l60ZIkMUAaVa6sO1z8xrWdy4532f8M3Ddwk2zwsMKblVreXRlZW6jBDM6gkqitPznx5Kt24NFynwLGQOnhm1a50QcomJdW1qhYmf8cxCJy8YLd74h47ynAYexJ138aM9u1AkBG8Lu0pqB09PMPnOsQQvBHPo54GOLrjrev91Ag%3D%3D
301,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1102&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abb0f140&cb=1681830103519&jobListingId=1008592100780&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-bf096c54ea8642f5-
302,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1103&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b7d29ea7&cb=1681830103519&jobListingId=1008588942115&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-f7a6e8acc5758f99-
303,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1104&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9c97e300&cb=1681830103520&jobListingId=1008592457678&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-649a18a05f90567b-
304,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1105&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_33d8c643&cb=1681830103520&jobListingId=1008576880822&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-4e31434c9d5173a3-
305,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1106&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7086c4d0&cb=1681830103520&jobListingId=1008583509397&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-10de3dc817e28af1-
306,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1107&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af985d53&cb=1681830103520&jobListingId=1008584374059&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-809477051db3d113-
307,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1108&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_97e6b629&cb=1681830103520&jobListingId=1008563019223&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-67cdf6093e3cf330-
308,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1109&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_e39d5998&cb=1681830103520&jobListingId=1008589186402&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-c84494df52212457-
309,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1110&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0a7b9d6&cb=1681830103521&jobListingId=1008586185687&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-5aa7f0bb03efffc4-
310,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1111&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd743472&cb=1681830103521&jobListingId=1008588924121&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-ec45200509d2a943-
311,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1112&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_573700c6&cb=1681830103521&jobListingId=1008528595392&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-befb9f3c90b653e7-
312,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1113&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f303070&cb=1681830103521&jobListingId=1007788365685&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-a8004d4d60d6a554-
313,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1114&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc854a36&cb=1681830103521&jobListingId=1008579260859&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-1530d7e56d2655f4-
314,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1115&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_83b10323&cb=1681830103521&jobListingId=1007285294048&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-13027c95012596b8-
315,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1116&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_46a91e05&cb=1681830103521&jobListingId=1008518765011&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-ebb1fe9d4e0a9467-
316,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1117&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_15828623&cb=1681830103521&jobListingId=1008594717226&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-2c9a8c61a79d6111-
317,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1118&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ce66d670&cb=1681830103521&jobListingId=1008592293652&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-decbd1639365820b-
318,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1119&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_08aa2411&cb=1681830103522&jobListingId=1008404163994&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-63b5e671e9ff8b24-
319,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1120&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b797e93&cb=1681830103522&jobListingId=1008545396546&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-a3c43693786817ea-
320,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1121&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_2beae75e&cb=1681830103522&jobListingId=1008586752495&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-575f5e7cbd8797c2-
321,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1122&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a60b1ce1&cb=1681830103522&jobListingId=1008557080891&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-237e8a4133b9b650-
322,Domains Analytics,Data Science Intern,Chandigarh,₹8T - ₹23T (Employer Est.),25d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1123&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b5e0493b&cb=1681830103522&jobListingId=1008546745639&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-49b8012633a8e4cb-
323,Agrex Technologies Private Limited,Deep Learning Intern,India,₹15T - ₹30T (Employer Est.),13d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1124&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2773d0a2&cb=1681830103522&jobListingId=1008570569836&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-f5ca46573937728c-
324,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1125&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_3cbc22f0&cb=1681830103523&jobListingId=1008584704633&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-041e8386cab1b588-
325,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1126&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e32307b&cb=1681830103523&jobListingId=1008430558926&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-a437407f123ce746-
326,Terminal Trend Technologies,Data Scientist,Ahmedabad,₹8L - ₹10L (Employer Est.),7d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1127&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e432366b&cb=1681830103523&jobListingId=1008581005896&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-614e163d4ee151d9-
327,Infosys,Data Science,Bangalore,₹3L - ₹9L (Glassdoor Est.),21d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1128&ao=1110586&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&cs=1_8baa945a&cb=1681830103523&jobListingId=1008553644606&cpc=C4A69CCDBB3B9599&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-892518c414e536db--6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MEy3-TDTKIO3vOAnPNI9rvuER6vES52YFRK-7XFeQSKpXy8WjaV1K4bHzM1eyRGpJYd3RHfbjd2jBAAWe8aCdDCXqsO8eaLz7k2DvSZSVGvOSAihx9E7KZ3WYCScMIQCzLR69RCNSOf_oJqBUETu3nG0HenmnHq3tCs8tjh6FXGUcXzhMNm1Mt_COB0g3_Y5jkoxBRJrhvQ-q7XlMmVep3GAc4sBB4iAS7OWoauYw-2FD0cKOby_tBAfGr_S2-QpmUvS7oEjzS2jQ0XeLCEm9JRfa6NkODp6m86ydQTeX14VgCSA0962pkdjkSeajcUlQW9o1uc-GQ_sc2qGwmvMhoV37s2f0d7PZVC7DoYDdS8kSrvWml3SCfpaXPXErBbCHUzl-aVFjm-0AOcckyEl-ePWs4dwlh95Xp-RaELsDO-P7Nwn_lswtEZPj6yVzKAJjYuZr84wGNzBx1R6eNcuzEGBbabgGWKxygHfXzpPxHrGbs_0fCYMq38g_C0onZ5R2M6UfDNWpvRH5SNda8HTdDHleSj5JkXgRvyc-1IQGhwqeV-Q0wBa0rI%3D
328,Serendipity Corporate Services,Vacancy for Data Scientist,Pune,₹30L (Employer Est.),18d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1129&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5575d960&cb=1681830103523&jobListingId=1008560302651&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-086bc21655763e42-
329,ACE Talent Consulting,Data Scientist,Noida,₹3L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1130&ao=1136043&s=58&guid=0000018794e2c8a082e5e57a9a65f449&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6fe9b752&cb=1681830103523&jobListingId=1008381329342&jrtk=3-0-1guae5i5sjrq8801-1guae5i6mi9hv800-1fa12bd52b7fe7b8-
330,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1201&ao=1110586&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_532e1646&cb=1681830115585&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBV10MFeDd-XaeI74UqycyMjbuJ_Kppc-QpKELPvSx_UH9GnW0I8Cyt2hsDH3qU9KPTtgjiblQWPJIED06Pt_0uy-wk_L4MzdIj72Lk9qhPkJOocvHXrkQeELrRaZ3BrFBxGxXe1DHZqEGYX9Hl6HGmG8kzCIBFBjo7mKwyxgiRTgJXAfiu5TW6lMcBdU8wR5ZyRdQnGG4krJTsKfv9vPdxp6EDY3MMtNuVzIJSvqDnIwjI2YBAvgyUrR2mhMXPD9y9MO0tSkQHX-qEibYVhk0IuKlQHBqMrf2IuSPGcCTZIxpG7HlVXxIJlaD61iJF8qkpiKQLDC-0-Rcq4WL4K3S3cr0bNEFMyzSXnqJ9n3MdmfkB1wcjhR2QsBLULVzoA2lxYkSUSEaK-DJfOCWaZg-5OQosUbdDmnwhX1UZCo3J7f7uNXLJ_QpMRqoiIwGgxQh9mjD1nBzoPVrinTt8-KPeH4WAlZ721WXwun2BBb0rqzHamjKPivPhCUhP3--EgRBikukLdHkUQSUkjpr6YqhxhPqHn9JYy7CHhsueoqq0OOwqTjrhclUQ8mGRZhY-QmUADYv8rWWWaXGVD9dst8yDeFeZiRNZNPBy9JIosbodCW0jPGtOi-wCglstD9cFnEyo3GBGAD9yzvIl5yNoSq_m5dqIvYw_nSFkZ_dHptc5_OSV34l_nakz7pYBIIHiocllxZZKEMTW6YSSP2YCRCvzcqf2R4BAVe6dhSih6JpG7L-HyMWHL4NFzH9ROfaDhCU6ga0D6EsIERkpLBZoGkszHm0PwqDsalrx-7qdx4lAkmrGs4VoBigOG66lYBfNo2mXBoj8ANR3FnXDrWYGk_H7q3nVZ8hl_KD9Mm_WGnR5T1-LFB9ZOB0CJZ8iG9TZirgahJelOpWVSDqA80h-BvRrg%3D%3D
331,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1202&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_83ca6e2f&cb=1681830115586&jobListingId=1008592100780&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-bf096c54ea8642f5-
332,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1203&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9fa801c8&cb=1681830115586&jobListingId=1008588942115&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-f7a6e8acc5758f99-
333,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1204&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d1f564a&cb=1681830115586&jobListingId=1008592457678&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-649a18a05f90567b-
334,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1205&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_f2507309&cb=1681830115586&jobListingId=1008576880822&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-4e31434c9d5173a3-
335,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1206&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b10e719a&cb=1681830115586&jobListingId=1008583509397&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-10de3dc817e28af1-
336,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1207&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6e10e819&cb=1681830115586&jobListingId=1008584374059&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-809477051db3d113-
337,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1208&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f13fe57f&cb=1681830115586&jobListingId=1008563019223&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-67cdf6093e3cf330-
338,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1209&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_85440ace&cb=1681830115586&jobListingId=1008589186402&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-c84494df52212457-
339,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1210&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a67eea80&cb=1681830115586&jobListingId=1008586185687&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-5aa7f0bb03efffc4-
340,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1211&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9bad6724&cb=1681830115587&jobListingId=1008588924121&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-ec45200509d2a943-
341,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1212&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_96bfb58c&cb=1681830115587&jobListingId=1008528595392&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-befb9f3c90b653e7-
342,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1213&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_aeb8853a&cb=1681830115587&jobListingId=1007788365685&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-a8004d4d60d6a554-
343,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1214&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_1d0dff7c&cb=1681830115587&jobListingId=1008579260859&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-1530d7e56d2655f4-
344,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1215&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4239b669&cb=1681830115587&jobListingId=1007285294048&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-13027c95012596b8-
345,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1216&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&cs=1_ca182afe&cb=1681830115587&jobListingId=1008518765011&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-ebb1fe9d4e0a9467-
346,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1217&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9933b2d8&cb=1681830115587&jobListingId=1008594717226&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-2c9a8c61a79d6111-
347,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1218&ao=1136043&s=58&guid=0000018794e2f782a1a5ed1c37ae0e10&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_42d7e28b&cb=1681830115587&jobListingId=1008592293652&jrtk=3-0-1guae5tstkf25801-1guae5tu5ia2f801-decbd1639365820b-
